,total_pa,age,years_after_28,primary_position,bats,avg_lineup_position_,total_pa_,avg_lineup_position,ops_reg,k_rate_batter_reg,bb_rate_batter_reg,batter_avg_exp_ba_reg,batter_avg_xwoba_reg,batter_avg_woba_reg,babip_batter_reg,fly_balls_ratio_batter_reg,ground_balls_ratio_batter_reg,line_drives_ratio_batter_reg,popups_ratio_batter_reg,hr_fb_pct_batter_reg
176,286.0,31.0,3.0,3b,B,8.13140837265537,169.5,5.174070185843233,0.6389939661871011,0.1252443184892472,0.04190618350188274,0.2614056659489067,0.2678107782001142,0.2966845777065955,0.2639215821233993,0.1875599150859871,0.429609642021344,0.19475104886653768,0.05200115717808361,0.07903542427253783
177,272.0,27.0,1.0,1b,L,8.267857142857142,117.75,4.780157613345157,0.5679808473963144,0.2473336293665324,0.0922583779905007,0.3191691719105407,0.34820276314540194,0.27171663930027656,0.27561837332034717,0.20060635447627057,0.24957020207881433,0.1895359433353772,0.07968014551054249,0.07595055607744748
178,0.0,36.0,8.0,2b,R,8.097560975609756,47.625,5.021789243444917,0.6744527793592378,0.26027054731164306,0.07110091819934272,0.3342581166938272,0.35372724003451117,0.313805457854744,0.3366468314206793,0.14163914853274426,0.27823331092514636,0.2327167371505437,0.06644483589435254,0.1260754246453675
179,37.0,23.0,0.0,3b,R,10.8,3.75,5.174070185843233,0.6409155210256875,0.26915812301412984,0.12144331669469093,0.20828521405461004,0.23304932500483108,0.3016929008227562,0.30816407380006566,0.19912693246898533,0.26583393750967993,0.10342187304364879,0.11742935741060782,0.10110911901392214
180,326.0,32.0,4.0,2b,R,4.141344579243021,455.125,5.021789243444917,0.7328885577064637,0.1435951916376532,0.06273661683290492,0.30294416664570334,0.323374389569479,0.34258867484352334,0.31085597551570515,0.14419891962434614,0.4491546284487049,0.1799241671710312,0.0539130726173238,0.1906326300522978
181,0.0,27.0,0.0,cf,R,8.11109574304595,60.25,5.906513769866786,0.4716517710816958,0.3467098842692434,0.07877302799213076,0.2955360818649046,0.3457169175430195,0.24459200090451416,0.20500945958511302,0.16514927222471082,0.19376141152511425,0.13800415727825446,0.0764876689532457,0.0734585700652554
182,94.0,25.0,1.0,3b,R,6.403225806451614,92.625,5.174070185843233,0.6088948748817016,0.24947640027015242,0.09283102710451777,0.32334052784247014,0.34616611955767224,0.2845307337485185,0.2598663138620608,0.15120042755630933,0.3452264905751486,0.17594776797532782,0.037032980437189784,0.18156838803872888
183,499.0,24.0,0.0,rf,L,6.0120481927710845,124.5,4.5349214747568904,0.6300171371907212,0.32755931297782426,0.07384693142037133,0.32399137960679913,0.36517690601381875,0.29132983733862294,0.3356818767086664,0.18523260323517152,0.23716469893551026,0.19463697889863676,0.02291078601429582,0.06467950149484089
184,100.0,33.0,5.0,1b,L,5.335313698466832,471.25,4.780157613345157,0.7125457021288932,0.1642733921359409,0.07915950844794528,0.3295472113236698,0.35335914958055437,0.33406283840472956,0.30740251958123654,0.1231083861112718,0.4614615462934152,0.18155700400446073,0.04971997985690532,0.18051289742632848
185,0.0,26.0,0.0,c,B,9.058823529411766,64.375,7.0242474263825025,0.4329213192192576,0.25158801121337143,0.09586007205560097,0.2546846261087252,0.2496320644828903,0.21552865371978058,0.18844477718485123,0.14656307270415456,0.34857958497275987,0.14482145694057907,0.09591928112012191,0.08389495066669807
186,723.0,33.0,5.0,1b,L,2.4941997093062747,694.5,4.780157613345157,0.885896645915072,0.15008606576803696,0.1025013808410778,0.38001816247462017,0.4464842652240037,0.399237986444575,0.34457778241766573,0.23512694291972636,0.33293632888023617,0.2306219203821508,0.02384292010954333,0.17037977410242874
187,0.0,23.0,0.0,3b,R,12.0,0.625,5.174070185843233,0.641424143817736,0.3075793024664242,0.07780071485840814,0.2877769996405045,0.3296322833408483,0.2915222901687319,0.25714411480010213,0.17641967272953274,0.28018612501505774,0.16087846917900922,0.04933455597205661,0.15728085179943443
188,419.0,31.0,3.0,2b,L,4.269023920103191,498.25,5.021789243444917,0.6799874580669331,0.12433529568261342,0.09536350883306587,0.2667078043392417,0.2727662461099686,0.31377001709027336,0.2696466521905521,0.22489107551013388,0.3587090101511396,0.2033525674994453,0.07263255610564524,0.07409362959427228
189,146.0,28.0,0.0,rf,L,7.699200532978014,148.125,4.5349214747568904,0.559388590542513,0.2664093455061437,0.08857585383796301,0.2827942323293812,0.32178701336328164,0.25033013708337637,0.20784185738317304,0.23079425091277114,0.2679383816875531,0.1569734818303224,0.0461287048551493,0.1334552094693768
190,378.0,24.0,0.0,c,R,9.0,5.625,7.0242474263825025,0.5651213321779351,0.23095701439318989,0.09649811753951222,0.2752296438723348,0.34351155711962683,0.2592264046898428,0.2170645611909272,0.15760090328679113,0.3439737477762424,0.08005270624226869,0.15942511867766734,0.08172132946626853
191,369.0,29.0,1.0,1b,L,7.482033927573104,185.875,4.780157613345157,0.6228147693197922,0.25794474396721334,0.05409150437895986,0.35026153883448136,0.39338314912461186,0.287228218447561,0.29436500926593623,0.1854396224698667,0.31999766633169735,0.17992043945992456,0.03551082360173126,0.11622303907613774
192,0.0,28.0,1.0,rf,R,10.090909090909092,7.125,4.5349214747568904,0.3741022480826118,0.4675407035569694,0.03613836032479057,0.2318966310673257,0.25067268041004587,0.16861305757581704,0.20525032384572744,0.2058407290941188,0.1906135396194885,0.10195682245703053,0.021610619056860278,0.09043989104132082
193,0.0,27.0,1.0,rf,L,7.4444444444444455,30.375,4.5349214747568904,0.6530296769734766,0.3192630680036256,0.05478947332687166,0.3189383707696689,0.379904043411621,0.28676843316202916,0.28424147460656074,0.21772403311477084,0.20025205485833417,0.16931373075726497,0.07431552997731583,0.23303583045669046
194,147.0,26.0,0.0,3b,R,7.833714630933635,107.875,5.174070185843233,0.5122279413048354,0.278893763688803,0.05260357936725176,0.2582924720251658,0.3049405549254453,0.2395482659343012,0.21707805666224214,0.24353351308598936,0.29312523861792056,0.11389854693486773,0.07232520051514738,0.07047089046351085
195,265.0,27.0,0.0,rf,L,8.735849056603774,46.375,4.5349214747568904,0.5113765350410004,0.27336118794410225,0.04259226508881916,0.30877589669878575,0.31545519922540777,0.24153902616930886,0.2974501245577989,0.1353441864526507,0.35337533112126057,0.140971682062972,0.05477590441650148,0.021344694479338486
196,674.0,30.0,2.0,3b,B,3.0457869652300054,651.0,5.174070185843233,0.8546156623622899,0.12954288654935006,0.08279364180042453,0.30685309560453433,0.35216035762384174,0.3712129332693782,0.2704810685779338,0.2404015597655185,0.2907345392210841,0.20938978560493507,0.11710505355341207,0.22464948911298543
197,207.0,27.0,0.0,c,L,8.724093364408786,252.625,7.0242474263825025,0.6647419248249716,0.20457610200068949,0.05249992236334716,0.3051838100923996,0.3164072978025278,0.3040882918457495,0.31894881260388436,0.17035560513158787,0.3344473280757667,0.22314674061695544,0.06544870736596428,0.06054575935868593
198,0.0,32.0,4.0,2b,B,2.9069597495846784,624.125,5.021789243444917,0.6472141483861958,0.19522628659213226,0.07926355783070196,0.30359167984419044,0.32085148522162044,0.3021051584377897,0.29119457854271674,0.1680317609662072,0.37573267167932206,0.19859648370392027,0.03972165949416333,0.08050210000897826
199,0.0,27.0,0.0,c,R,8.494117647058824,63.75,7.0242474263825025,0.4798604094015934,0.47932972040622024,0.07127698180156099,0.31406163461726055,0.35341504628839376,0.24469862617933938,0.30850501896091187,0.12401065343285979,0.15923665430059708,0.11948640637973398,0.03975700450710194,0.1570146867463912
200,364.0,27.0,0.0,cf,R,7.944695259593679,221.5,5.906513769866786,0.6290232089474234,0.3316680792431264,0.05856485684983012,0.3164551405195916,0.3597583264894123,0.28268212302886125,0.3122792931747726,0.16680389567753634,0.2717366875655304,0.12928944913914986,0.06942272190975536,0.16515983222864555
201,94.0,26.0,0.0,2b,R,9.785714285714286,21.25,5.021789243444917,0.9655276641580222,0.17892333532477012,0.13301660267582524,0.3118898301574772,0.3597325216438687,0.4183909416992726,0.3865533790378608,0.20543561131541077,0.40075722660661156,0.1756062452711817,0.010203654461648382,0.16088612909063352
202,516.0,22.0,0.0,3b,R,9.125,15.0,5.174070185843233,0.6912701056661295,0.21150667881868176,0.05313145105392725,0.2996284576194801,0.30517966792490775,0.32166455715343406,0.3811453116992934,0.08222672860735498,0.3722806085300502,0.20829054771746583,0.07909273517148872,0.044235239568590934
203,54.0,32.0,4.0,lf,L,7.5942181647940075,133.5,5.002857585924129,0.6780238548559083,0.3179503873560306,0.11243238065251658,0.34210824261690914,0.40851880201349483,0.3236443646955746,0.2823002317781303,0.18258846142486324,0.24459454551805954,0.13765312895562776,0.0564737717849582,0.2166056187588323
204,539.0,30.0,2.0,rf,L,3.188740704698151,481.0,4.5349214747568904,0.9320879952974279,0.21768298565972888,0.11484192925707419,0.38623782857448485,0.4789600343752874,0.40733726977573576,0.3383265596937199,0.1968006998091245,0.3167743291396808,0.21508001119076553,0.025245151327777663,0.2978541357914928
205,169.0,28.0,0.0,lf,L,5.434890034640489,469.75,5.002857585924129,0.6833315842290026,0.16437309878633014,0.0520208208959948,0.29559589251633744,0.30548491964130997,0.3103927692973102,0.3090102594181298,0.1298992124849553,0.5010843447290152,0.17523202404867305,0.02747998789240405,0.11677594819005042
206,0.0,28.0,1.0,2b,R,8.92063492063492,57.75,5.021789243444917,0.6390647231112493,0.1704659370880512,0.05962845928669979,0.2541133562008572,0.27979538609178484,0.2912591588781817,0.2155991136503908,0.28244970963805827,0.28774636007928733,0.1356671269200094,0.09312682069456232,0.14233616289980017
207,153.0,24.0,0.0,1b,B,6.419354838709676,75.0,4.780157613345157,0.6592547690128059,0.35762753755927307,0.07593394872917461,0.35624438584783186,0.37432156590885796,0.31026435980016376,0.3354440088711,0.16442087048641377,0.2397427818599796,0.16298268374421826,0.0452878086312712,0.11741382746378966
208,638.0,27.0,0.0,cf,B,2.6795453869946826,621.125,5.906513769866786,0.8209873459230904,0.21401129159284182,0.09006179289516712,0.3451129495337548,0.401462754609323,0.3758017304372626,0.3208005465968115,0.2091163247621316,0.3136453036405178,0.18939717954507604,0.03132491805794566,0.22052511166944724
209,525.0,28.0,0.0,lf,R,5.538272072754831,102.375,5.002857585924129,0.6003411767885124,0.3193120246687799,0.07401056782652896,0.35562006790636874,0.43263982317174804,0.2859121586938194,0.24997054222492124,0.19600825964623284,0.24371847516081252,0.16138464160951785,0.01358207475845288,0.1844774515109942
210,116.0,29.0,1.0,1b,L,4.825897435897436,500.0,4.780157613345157,0.7186161342478408,0.28462416436582544,0.06054399187788897,0.3424298790737835,0.39226095661823196,0.3225883970369023,0.30471555576588705,0.15231529627608184,0.3274680802028487,0.16558018709806874,0.04036279255526112,0.2902432006772884
211,0.0,28.0,1.0,2b,L,8.844827586206897,52.875,5.021789243444917,0.5307043630702576,0.26257861861382664,0.08408960380544993,0.2750575809616504,0.30123547558830743,0.24117238022151527,0.21414254088943102,0.19123216664052128,0.3706261431682415,0.11785521960985303,0.0408822499409512,0.1259778699259173
212,78.0,28.0,0.0,3b,R,7.002775850104094,163.75,5.174070185843233,0.6867790797812406,0.2998822730451771,0.0877785423471321,0.31674043240900085,0.3627970110883718,0.3288966776977129,0.3053487319807964,0.20489976619228667,0.2549339904008909,0.14491952414598047,0.03939182157654192,0.18381412363140967
213,0.0,27.0,1.0,cf,R,6.492537313432837,88.875,5.906513769866786,0.6469806209165544,0.34085560531097875,0.03611121253247965,0.314839259223891,0.3870272906704024,0.2750676113968922,0.2396553022831708,0.19000690171443074,0.25156552746264554,0.12614644129874938,0.0739714897135903,0.29479330364456113
214,25.0,31.0,3.0,ss,R,9.02381930184805,60.875,5.1327474351055535,0.5940216310644297,0.3285771056319373,0.1342096646366235,0.26941019481267914,0.29768248441955125,0.2841712892166227,0.27419494483514756,0.14003845666002168,0.31334521582035657,0.11627427175876537,0.04437373023163733,0.04225714940683246
215,0.0,31.0,3.0,2b,B,7.265668883961567,375.0,5.021789243444917,0.5982334605273556,0.20314930934809267,0.052938646895369486,0.29115982086702313,0.30330210043947486,0.2781298842764327,0.28693800584614254,0.1607313280076467,0.4343456331100812,0.1683400233763441,0.027848249915283677,0.06948601750980057
216,71.0,28.0,0.0,1b,L,7.6220965697917755,222.25,4.780157613345157,0.6509025561160389,0.34041893511437554,0.08943769372204162,0.3453760519353574,0.404015227690704,0.2967344343839457,0.30656831726276673,0.16421838269034922,0.2616449101225005,0.16811245907734973,0.0360551732335064,0.1598250296151766
217,0.0,36.0,8.0,1b,R,7.769230769230769,15.0,4.780157613345157,0.4107883810705283,0.1680101502370924,0.07873579491669846,0.24906169161572253,0.28119156471623485,0.24136993920065525,0.1501314731501823,0.19146726572943912,0.3643765328453239,0.12490370794984625,0.09331339668724714,0.05298864318849197
218,152.0,33.0,5.0,lf,L,6.090594222505276,321.5,5.002857585924129,0.7075406587189814,0.17354097595347698,0.049990458561634095,0.31294742798894437,0.3315735604593577,0.3121455032626617,0.3104295430339471,0.1675935041477527,0.3891648208447893,0.19606843972721166,0.06069517433935059,0.11856119782313852
219,0.0,27.0,1.0,lf,L,8.407407407407407,57.75,5.002857585924129,0.6137878698501433,0.2635239625308405,0.05493043379081345,0.31109779401970644,0.3546501044789303,0.2700943428435547,0.24696283888816073,0.1620409957860535,0.3386793803805115,0.14832460676717388,0.08064777696353159,0.2542744317036274
220,0.0,27.0,1.0,rf,R,9.352941176470589,15.75,4.5349214747568904,0.5158910726747792,0.23705691713871097,0.057261571997016154,0.2718545718543151,0.27661544750294415,0.2503341360533389,0.24799050765167727,0.16184669109716582,0.4168042972475325,0.11740850468874676,0.05057969908744246,0.05284740621089228
221,53.0,26.0,0.0,c,R,9.0,11.25,7.0242474263825025,0.5906562556548037,0.151010355564778,0.024633384545065678,0.2826789979165266,0.29759890273206374,0.2598788030664357,0.2573114438556063,0.21362366753367112,0.32586745046908155,0.2061883079276372,0.09462411605847482,0.05343317695871404
222,0.0,24.0,0.0,rf,L,10.171875,8.0,4.5349214747568904,0.6181530583078205,0.4649177715867888,0.03370597068754505,0.2973063358443876,0.3662977335143147,0.2635141017774447,0.21698484875171561,0.15352452617432236,0.25470685906817675,0.09509434402242269,0.020156058158802375,0.18050643683661652
223,0.0,32.0,4.0,lf,L,6.9206430149826375,139.125,5.002857585924129,0.6617669210777526,0.2448300339900103,0.07335219233563606,0.3487721304610943,0.40195535362077073,0.3045224204419806,0.2518173101203308,0.2029337450915296,0.2664839775305079,0.17365802991778184,0.07558271474457331,0.2075230057110027
224,65.0,27.0,0.0,rf,R,4.681243779487797,470.625,4.5349214747568904,0.7101477547921539,0.32282561057687936,0.07188053113048738,0.3484291572305722,0.4271622089768994,0.31427076672923454,0.30970332546109147,0.15297582351408825,0.3048332338402922,0.1420490894542594,0.04530546126618448,0.2982064085054231
225,9.0,24.0,0.0,2b,R,9.307692307692308,25.625,5.021789243444917,0.475692814789772,0.4594853078293948,0.032381577803768616,0.286163402732468,0.2956698128357337,0.20657999084427447,0.27989877345690073,0.18270994440001884,0.20656759916756467,0.09524978550446006,0.05165546101945574,0.14178966555679182
226,40.0,24.0,0.0,ss,L,4.3121850404846835,228.375,5.1327474351055535,0.7433632035592661,0.345559793609015,0.07376994818612782,0.34480919736675125,0.422759628051119,0.33134950877183694,0.31967506575293764,0.1419724843190088,0.30862720537438404,0.13340972904268394,0.038861029485617676,0.366363157038726
227,660.0,30.0,2.0,1b,R,3.125,149.375,4.780157613345157,0.9138100618637028,0.2136693312048055,0.05554471836977466,0.352031505894175,0.4090079763548465,0.39394898476054874,0.36844932433729205,0.18353015253881458,0.36465602995360596,0.19574393777825527,0.023183220761006984,0.3136685197850599
228,113.0,32.0,4.0,cf,L,8.279832855627495,392.125,5.906513769866786,0.5351578721639115,0.2489715327631555,0.06519342795464023,0.2913847090246413,0.3126331781785702,0.24904126624824205,0.24034972724456713,0.15378508349142916,0.36789720821636623,0.15863223534005733,0.04673184397344875,0.08790080077698492
229,682.0,29.0,1.0,cf,L,1.1991555256534254,565.375,5.906513769866786,0.791875683973532,0.1812365898725718,0.11398630738809823,0.32257792829104925,0.3539994365617798,0.3689739948351582,0.32684749171049376,0.15702257285052082,0.39575084496493107,0.17995944014974527,0.0458656166862526,0.16718806342418385
230,69.0,29.0,1.0,ss,R,8.252761880614313,136.0,5.1327474351055535,0.6795804503185613,0.2208866442092473,0.08131958622650765,0.2921357763091437,0.3013589925805691,0.3134940734448181,0.31156094931848616,0.17020202150009908,0.33651646059465307,0.19675226003601545,0.053145551270631614,0.12162464065645177
231,211.0,25.0,0.0,lf,L,6.289959771688536,225.375,5.002857585924129,0.6822097835170233,0.32896854540991954,0.09852147464079666,0.34919737296364184,0.422660948307164,0.31007129326098853,0.32824856217511883,0.19065761795132385,0.27203931821069516,0.1364300895873058,0.024178974711527704,0.15606185637183295
232,0.0,29.0,1.0,c,R,9.5,3.375,7.0242474263825025,0.6348554214197685,0.18852755557344983,0.09257223866953043,0.25351095544571256,0.2734144487978209,0.2952872298303977,0.27857870769424675,0.1663593549160783,0.48675773971612846,0.10155940344168415,0.03434529981495114,0.10367631350198246
233,48.0,31.0,3.0,c,B,8.872727272727273,108.75,7.0242474263825025,0.5340637490635416,0.10399049035540779,0.047475098891053266,0.27984539713825834,0.2716679751155695,0.25251015867982046,0.23776610370098403,0.2268953631682208,0.3499712963429579,0.19632563943125783,0.10875582610359164,0.0076333109941020055
234,9.0,28.0,1.0,lf,L,5.919354838709677,82.5,5.002857585924129,0.5781320752582702,0.26612718455783135,0.047964396804269054,0.3366361267881982,0.3766810199812637,0.2619597599846053,0.26896673569267204,0.14352219225307927,0.3478404675259555,0.17946805988215664,0.057759694253486336,0.1402264404905812
235,0.0,35.0,7.0,cf,R,5.888888888888889,12.375,5.906513769866786,0.3434659747120909,0.3308097812125542,0.08719079576900907,0.1986714729027353,0.2060323655726547,0.20050364696616374,0.128897292213775,0.10083756924885304,0.32912748182736956,0.09530562474920534,0.06237617187014786,0.046304191834333874
236,287.0,31.0,3.0,lf,L,8.494140357736292,98.375,5.002857585924129,0.5886224534921132,0.17689120821098178,0.11798679294194474,0.2540947233224137,0.25124714224480915,0.29865005068600786,0.26663763688558767,0.11382328970538479,0.47822602919467855,0.14804695258779166,0.04257950932422183,0.03654658474581158
237,165.0,30.0,2.0,2b,R,8.054357166266028,300.25,5.021789243444917,0.6581351012973263,0.29179930402055754,0.11586137860848615,0.30815789619482653,0.36117185292261494,0.3084360238898666,0.275636269830267,0.20186764372975063,0.20563874559031264,0.1422628807496955,0.08259898287923235,0.1543319686310246
238,753.0,32.0,4.0,2b,R,1.4854391301054117,724.625,5.021789243444917,0.783175614271408,0.17912864492345407,0.0798241368103346,0.2971578904744034,0.34520073918937766,0.3480945360254905,0.2679489703708776,0.282092051778114,0.26474214228530013,0.17996957971599853,0.08091114602163385,0.1772908995502262
239,409.0,32.0,4.0,cf,L,6.747015994270709,284.0,5.906513769866786,0.6764046586163791,0.2646983389223811,0.0718510037248668,0.32760031990421185,0.3521581448955481,0.3133579467213536,0.31794088220330186,0.14159672741578608,0.3834636017013791,0.1576942126063421,0.025272751155455374,0.1492556833078847
240,496.0,30.0,2.0,c,R,2.863984759189992,485.875,7.0242474263825025,0.7642851330313395,0.23749206677448972,0.09707215176747093,0.34170018697606397,0.41363730473422344,0.36297876556710074,0.2803247163453032,0.16354600817688245,0.35363270636970967,0.1365376024542523,0.03709928448934108,0.3021579044518489
241,0.0,36.0,8.0,cf,R,6.909122623408337,204.75,5.906513769866786,0.6012883105951814,0.1972482476689779,0.07218088236703946,0.27654200456312583,0.29016860611644985,0.29105451764750134,0.26041998917168435,0.15886192533256888,0.4204317741332037,0.16039499015393818,0.03994900817118069,0.11138669302757241
242,0.0,35.0,7.0,3b,L,3.3899371069182385,250.875,5.174070185843233,0.7168171044394664,0.23880853376208547,0.08524720672624728,0.3063644186535529,0.38630603456294005,0.316911860238345,0.22750863277840322,0.27479466279751497,0.2464364509523018,0.14544522384871444,0.06720103348561707,0.207719901480691
243,524.0,30.0,2.0,2b,R,4.033007900993119,389.25,5.021789243444917,0.795287349669967,0.22307352581426806,0.0640245677114531,0.3144173240330567,0.36569235939148703,0.35475955128828646,0.29629884500679987,0.20565703846584085,0.31261295284483664,0.1764909003538897,0.05270805312327592,0.2555335300493658
244,0.0,27.0,0.0,rf,R,8.75,5.625,4.5349214747568904,0.6872108007530981,0.286487626412071,0.041240246488290416,0.33908539915078,0.38859369747633804,0.287123136292403,0.3148991090609226,0.15990059673093565,0.3454648628598869,0.21340955033331718,0.02466152998253467,0.10320787565891905
245,420.0,33.0,5.0,1b,L,3.165229122985629,556.0,4.780157613345157,0.7626404221745674,0.17020535294962894,0.09215635632501594,0.3124042401808873,0.37214161052597006,0.35119096360959523,0.2324373970110786,0.24285492905059247,0.28014144382693507,0.17243658634814268,0.06984832500106623,0.22903448180452987
246,388.0,31.0,3.0,cf,R,7.0597518215625,483.625,5.906513769866786,0.6603273816696283,0.25248978244782433,0.0708926888237125,0.3109759022167801,0.3488538692435216,0.3063108155226901,0.31803698505082195,0.2027382186155874,0.31975510833464243,0.15758579423408295,0.049172844586645066,0.11330258468562691
247,0.0,35.0,7.0,lf,L,6.547117935320025,312.375,5.002857585924129,0.7273795963679068,0.21909768774733432,0.0636372893907004,0.3317823748016164,0.37973428809182563,0.3318062039091761,0.3228512238911064,0.1743990965398635,0.4010406884295115,0.18602064164115906,0.006274846752259667,0.17818984859581966
248,0.0,30.0,2.0,2b,L,4.285714285714286,29.375,5.021789243444917,0.6286633555406447,0.19117781970255168,0.08339449658881207,0.3008849908554332,0.30690293253595036,0.3087080234636343,0.3360436547363499,0.15105633874385954,0.37577454372724023,0.19028680524096983,0.04848452228153581,0.019828195547998986
249,648.0,22.0,0.0,lf,L,6.6875,71.875,5.002857585924129,0.8026101699620232,0.2671366328300519,0.07085378498046883,0.3013237839152897,0.3430012678704214,0.3617862509235622,0.33112522242036324,0.1346122895573094,0.3266550044995384,0.18627737904250397,0.03817969290812452,0.27871502417967553
250,577.0,32.0,4.0,c,R,3.3210652754900383,542.625,7.0242474263825025,0.7863333385459338,0.24118496832308176,0.035426236017087054,0.35315983118091443,0.4451912798345102,0.35310303139830485,0.2907019026044017,0.2469813797734601,0.27303322341035824,0.163687258512861,0.05075166033411531,0.2532312184836902
251,8.0,30.0,2.0,c,L,8.425293586269197,168.75,7.0242474263825025,0.5118433699925309,0.2666412562758425,0.07712398560493418,0.2765821653740961,0.3218381759099228,0.2386014389380054,0.16028183995863207,0.2263417176874476,0.2890068660871598,0.13330887354891663,0.05804640072568306,0.17893456135061878
252,0.0,28.0,0.0,rf,R,7.306150605404587,249.875,4.5349214747568904,0.6348471402017338,0.3626049280260059,0.08018902449804052,0.29995498986691665,0.3673825435667241,0.28534796850929145,0.27011136280570025,0.17561468204277023,0.22158586214037218,0.11123487750201459,0.09008395013183153,0.24817483245929203
253,0.0,32.0,4.0,cf,B,6.057142857142858,47.625,5.906513769866786,0.6008948982659438,0.23748826505592638,0.0786686950401241,0.2595327165961249,0.3155200076798186,0.28140144163490916,0.20662347476715903,0.24966444137267996,0.30873987934625563,0.100874096581122,0.07453201947183577,0.16611943625884176
254,688.0,25.0,0.0,2b,R,6.188841704781604,384.875,5.021789243444917,0.7210989672939013,0.11784991998018647,0.052880245771697094,0.30015915236782437,0.3073714544248901,0.33565385375846596,0.309973945438194,0.19968645909149124,0.4052522085847077,0.20611020073997033,0.050287851149494724,0.08190213330416793
255,547.0,29.0,1.0,3b,R,6.8704166576658965,307.25,5.174070185843233,0.753040427145344,0.32939994740231743,0.10508448045181269,0.3954168380122539,0.48256006954193137,0.3491777544155807,0.3757306122479565,0.13808515146046027,0.2689282731973466,0.16535903179018724,0.037318074369228654,0.24833639111194603
256,0.0,31.0,3.0,2b,R,8.9,7.875,5.021789243444917,0.3924410343017067,0.3647951496912788,0.08673287924197391,0.26925786393440887,0.2873643223047218,0.19186502676550732,0.1808811170145265,0.14175382068447803,0.2950790035883748,0.13784995754107157,0.020803567348991848,0.052939357045628355
257,684.0,27.0,0.0,rf,R,4.669942881539544,441.75,4.5349214747568904,0.7124784600851229,0.23876649363319136,0.0885577562818983,0.2984149815987978,0.33670112472590974,0.3264121935466233,0.29144511456923267,0.16290626169588643,0.3313269673002386,0.1581476028451691,0.0825472391088275,0.20542142950079023
258,199.0,31.0,3.0,c,R,8.586350241827274,141.5,7.0242474263825025,0.6379837544365705,0.256511387562646,0.09146957337103964,0.2805075975635947,0.30760667019814436,0.30092512320702786,0.29943879806908696,0.21285018565942096,0.28950632091482315,0.14880324000140333,0.059279051306382204,0.06870114468947215
259,440.0,28.0,0.0,cf,R,6.681818181818182,81.875,5.906513769866786,0.7331654708940188,0.23019073322092806,0.1124021879307802,0.28218909930819347,0.29546359884251994,0.3306762689615781,0.2793299092213725,0.22190901719881545,0.2783285973329757,0.16393088431476288,0.05985057548045478,0.1905004620525336
260,617.0,30.0,2.0,1b,B,4.386907314534133,615.875,4.780157613345157,0.7885899783703791,0.16546841635553344,0.11628703990067875,0.3386509838538335,0.3813659100680951,0.3628483017204763,0.28921038202121163,0.16423316751690917,0.41923194597129254,0.1893333610699283,0.03743293627957213,0.23332473012767171
261,601.0,30.0,2.0,3b,R,3.0345548230808945,633.75,5.174070185843233,0.8625824379065695,0.1911626357360057,0.08365969318368457,0.35220905572619704,0.4097210344801628,0.37925952691090903,0.31941882777941133,0.19350640236660163,0.30461077825637956,0.2223432875969672,0.07328395736954527,0.275553353880817
262,102.0,25.0,0.0,lf,L,8.596153846153847,76.25,5.002857585924129,0.5795998053794312,0.16813696798535677,0.0670385811738282,0.2983021298521733,0.29847733924403635,0.26701937523810415,0.2807891992776289,0.14449937635978677,0.36851442974538084,0.20191268405003004,0.10271376168867653,0.010960039361209496
263,4.0,25.0,0.0,c,L,8.36,46.875,7.0242474263825025,0.5648065261313725,0.3726056535504123,0.14024660238761089,0.2773809425487226,0.3223732793411972,0.2723716732497268,0.24544476773571017,0.16215635253779942,0.2879653631417776,0.1167979438488181,0.005544903825546329,0.19746099519188634
264,255.0,23.0,0.0,2b,B,5.317983394676025,208.625,5.021789243444917,0.706307808498622,0.2665733764881227,0.07661409395080354,0.3029518623101223,0.3505800261265567,0.31576169422937783,0.2740922495381979,0.17502782133740252,0.35969466306791176,0.12019276056275119,0.048347689988389536,0.2575425709629607
265,0.0,27.0,0.0,c,L,8.373344287274763,123.125,7.0242474263825025,0.6245969888615828,0.3196403377789474,0.12019740486913019,0.2802415674982148,0.3261157452457633,0.2779767183322229,0.23887242702558908,0.2343394787868142,0.200699134320992,0.13272416859073508,0.07085786111497415,0.15897201268744668
266,462.0,24.0,0.0,2b,L,6.15686274509804,121.25,5.021789243444917,0.658899586669564,0.2352216835823779,0.04745889758606261,0.32928715002347103,0.3995715786417381,0.31769820471493354,0.2988781935890467,0.22543843711802988,0.284286244681439,0.16667371023994584,0.049876051124595186,0.0990959407100625
267,0.0,33.0,5.0,ss,B,6.0,147.0,5.1327474351055535,0.701967220904877,0.19421063706252545,0.06638856353906301,0.2846757810067989,0.31200243372418446,0.31465606007773284,0.26768484895737094,0.20743696637759518,0.31523707037379706,0.1808018754840085,0.08498213898476274,0.18540804638492378
268,56.0,27.0,0.0,1b,L,5.575,88.75,4.780157613345157,0.7952715041628392,0.30517549871724636,0.03813030291556234,0.34598700895398277,0.43794211651477577,0.3394255870294732,0.30061688571643713,0.23860527683230204,0.2383123412109874,0.1613682917855312,0.03715943900814754,0.2694860620620298
269,342.0,32.0,4.0,3b,R,6.003350093120285,322.875,5.174070185843233,0.6908518971685979,0.17531112032443352,0.05051507135670161,0.31960052764417574,0.34828930867785696,0.3152875249348909,0.27382443651253524,0.18020166926328218,0.32557855392368734,0.23005900689676775,0.06805112047696026,0.19058381405164165
